2010-11-04	00:03:50.209589	M003	ON	Sleeping begin
2010-11-04	06:39:14.94633	M003	ON
2010-11-04	06:39:17.28026	M003	OFF
2010-11-04	06:44:23.956122	T002	19
2010-11-04	07:04:37.271864	T005	20.5
2010-11-04	07:04:37.355785	T002	19.5
2010-11-04	07:07:05.387949	M003	ON
2010-11-04	07:07:09.274725	M003	OFF
2010-11-04	07:09:22.288211	M003	ON
2010-11-04	07:09:23.976725	M003	OFF
2010-11-04	07:09:26.094346	M003	ON
2010-11-04	07:09:29.470318	M003	OFF
2010-11-04	07:09:40.875932	T001	19.5
2010-11-04	07:09:41.018865	T005	26.5
2010-11-04	07:09:41.156787	T003	23
2010-11-04	07:09:41.315261	T002	22.5
2010-11-04	07:09:41.453112	T004	20
2010-11-04	07:14:44.415558	T005	23.5
2010-11-04	07:14:44.559673	T003	22
2010-11-04	07:14:44.698151	T002	22
2010-11-04	07:14:44.856412	T004	20.5
2010-11-04	07:19:47.912636	T001	19
2010-11-04	07:19:47.99806	T005	21
2010-11-04	07:19:48.074803	T003	20.5
2010-11-04	07:19:48.152557	T002	20.5
2010-11-04	07:19:48.229949	T004	20
2010-11-04	07:24:51.200772	T005	20
2010-11-04	07:24:51.343579	T003	20
2010-11-04	07:24:51.499564	T002	20
2010-11-04	07:29:54.339459	T005	19.5
2010-11-04	07:29:54.442457	T003	19.5
2010-11-04	07:29:54.580319	T002	19.5
2010-11-04	07:29:54.738312	T004	19.5
2010-11-04	07:40:01.083259	T005	24.5
2010-11-04	07:40:01.172045	T003	21.5
2010-11-04	07:40:01.329666	T002	21.5
2010-11-04	07:40:01.468569	T004	20
2010-11-04	07:45:04.314611	T001	19.5
2010-11-04	07:45:04.431202	T005	25
2010-11-04	07:45:04.570316	T003	23
2010-11-04	07:45:04.708131	T002	22.5
2010-11-04	07:45:04.865533	T004	21
2010-11-04	07:50:07.517523	T005	22
2010-11-04	07:50:07.601463	T003	21
2010-11-04	07:50:07.754106	T002	21
2010-11-04	07:50:07.892296	T004	20.5
2010-11-04	07:52:53.347759	M003	ON
2010-11-04	07:52:59.041504	M003	OFF
2010-11-04	07:52:59.975916	M003	ON
2010-11-04	07:53:01.372203	M003	OFF
2010-11-04	07:53:05.578146	M003	ON
2010-11-04	07:53:07.675269	M003	OFF
2010-11-04	07:53:15.953342	M003	ON
2010-11-04	07:53:18.101121	M003	OFF
2010-11-04	07:53:19.150852	M003	ON
2010-11-04	07:53:21.039023	M003	OFF
2010-11-04	07:53:22.081382	M003	ON
2010-11-04	07:53:23.710163	M002	ON
2010-11-04	07:53:30.111754	M002	OFF
2010-11-04	07:53:40.302975	M003	OFF
2010-11-04	07:53:40.865361	M003	ON
2010-11-04	07:53:49.794136	M003	OFF
2010-11-04	07:54:11.712942	M003	ON
2010-11-04	07:54:14.526953	M003	OFF
2010-11-04	07:54:56.711926	M003	ON
2010-11-04	07:54:59.882395	M003	OFF
2010-11-04	07:55:11.114166	T001	19
2010-11-04	07:55:11.209862	T005	20.5
2010-11-04	07:55:11.368234	T003	20.5
2010-11-04	07:55:11.506903	T002	20
2010-11-04	07:55:11.645369	T004	20
2010-11-04	07:59:34.085208	M003	ON
2010-11-04	07:59:39.802033	M003	OFF
2010-11-04	07:59:55.055894	M003	ON
2010-11-04	07:59:56.568928	M003	OFF
2010-11-04	08:00:09.977136	M003	ON
2010-11-04	08:00:14.326144	T005	20
2010-11-04	08:00:14.420993	T003	20
2010-11-04	08:00:17.656127	M003	OFF
2010-11-04	08:00:21.905057	M003	ON
2010-11-04	08:00:31.471207	M007	ON
2010-11-04	08:00:34.75219	M003	OFF
2010-11-04	08:00:35.117512	M007	OFF
2010-11-04	08:01:02.876071	M003	ON
2010-11-04	08:01:07.594027	M007	ON
2010-11-04	08:01:08.835184	M003	OFF
2010-11-04	08:01:09.831743	M003	ON
2010-11-04	08:01:12.28297	M003	OFF	Sleeping end
2010-11-04	08:01:16.512483	M007	OFF
2010-11-04	08:01:27.355469	M007	ON
2010-11-04	08:01:38.179733	M007	OFF
2010-11-04	08:01:50.695629	M007	ON
2010-11-04	08:01:52.180206	M007	OFF
2010-11-04	08:01:52.613133	M005	ON
2010-11-04	08:01:53.108864	M007	ON
2010-11-04	08:01:55.933454	M005	OFF
2010-11-04	08:01:56.850326	M005	ON
2010-11-04	08:01:58.687847	M005	OFF
2010-11-04	08:01:59.572213	M004	ON
2010-11-04	08:02:03.153913	M004	OFF
2010-11-04	08:02:04.858778	M007	OFF
2010-11-04	08:05:17.752109	T003	19.5
2010-11-04	08:05:17.860404	T004	19.5
2010-11-04	08:06:21.941482	M007	ON
2010-11-04	08:06:22.949387	M004	ON
2010-11-04	08:06:26.461381	M004	OFF
2010-11-04	08:06:26.53321	M005	ON
2010-11-04	08:06:28.002938	M005	OFF
2010-11-04	08:06:29.184532	M006	ON
2010-11-04	08:06:29.674555	M008	ON
2010-11-04	08:06:29.756622	M007	OFF
2010-11-04	08:06:30.723013	M020	ON
2010-11-04	08:06:31.297516	M006	OFF
2010-11-04	08:06:31.851287	M008	OFF
2010-11-04	08:06:33.875104	M020	OFF
2010-11-04	08:06:41.09021	M020	ON
2010-11-04	08:06:42.348572	M020	OFF
2010-11-04	08:06:44.870515	M020	ON
2010-11-04	08:06:48.041198	M020	OFF
2010-11-04	08:06:53.35914	M020	ON
2010-11-04	08:06:57.701932	M020	OFF
2010-11-04	08:07:07.895534	M020	ON
2010-11-04	08:07:09.785255	M020	OFF
2010-11-04	08:07:11.895554	M020	ON
2010-11-04	08:07:12.664738	M010	ON
2010-11-04	08:07:14.301134	M010	OFF
2010-11-04	08:07:16.190932	M020	OFF
2010-11-04	08:07:21.271123	M020	ON
2010-11-04	08:07:23.586636	M011	ON
2010-11-04	08:07:31.634816	M011	OFF
2010-11-04	08:07:32.654851	M020	OFF
2010-11-04	08:07:54.091279	M020	ON
2010-11-04	08:07:57.023364	M020	OFF
2010-11-04	08:07:57.425731	M020	ON
2010-11-04	08:07:59.674038	M020	OFF
2010-11-04	08:08:00.063711	M020	ON
2010-11-04	08:08:04.824625	M012	ON
2010-11-04	08:08:06.516914	M013	ON
2010-11-04	08:08:07.090487	M012	OFF
2010-11-04	08:08:08.068587	M020	OFF
2010-11-04	08:08:09.067211	M013	OFF
2010-11-04	08:08:09.136169	M020	ON
2010-11-04	08:08:10.495959	M020	OFF
2010-11-04	08:08:10.882844	M014	ON
2010-11-04	08:08:13.236142	M014	OFF
2010-11-04	08:08:30.739826	M013	ON
2010-11-04	08:08:30.810019	M020	ON
2010-11-04	08:08:34.415106	M013	OFF
2010-11-04	08:08:34.780496	M020	OFF
2010-11-04	08:08:36.100108	M009	ON
2010-11-04	08:08:36.500668	M020	ON
2010-11-04	08:08:37.219843	M009	OFF
2010-11-04	08:08:38.23252	M009	ON
2010-11-04	08:08:41.620048	M020	OFF
2010-11-04	08:08:42.872835	M009	OFF
2010-11-04	08:08:46.053107	M009	ON
2010-11-04	08:08:52.210853	M009	OFF
2010-11-04	08:09:11.149768	M009	ON
2010-11-04	08:09:12.264937	M009	OFF
2010-11-04	08:09:16.728236	M009	ON
2010-11-04	08:09:28.409223	M009	OFF
2010-11-04	08:09:28.961301	M009	ON
2010-11-04	08:09:30.183203	M009	OFF
2010-11-04	08:09:47.028123	M009	ON
2010-11-04	08:09:49.383401	M009	OFF
2010-11-04	08:09:53.998147	M009	ON
2010-11-04	08:09:59.074177	M009	OFF
2010-11-04	08:10:20.969015	T005	19.5
2010-11-04	08:10:21.077977	T002	19.5
2010-11-04	08:10:40.283674	M009	ON
2010-11-04	08:10:41.109839	M020	ON
2010-11-04	08:10:41.935367	M010	ON
2010-11-04	08:10:42.297335	M013	ON
2010-11-04	08:10:43.92616	M010	OFF
2010-11-04	08:10:44.483412	M009	OFF
2010-11-04	08:10:45.03591	M020	OFF
2010-11-04	08:10:46.67427	M013	OFF
2010-11-04	08:10:48.354757	M020	ON
2010-11-04	08:10:49.122841	M014	ON
2010-11-04	08:10:50.118385	M020	OFF
2010-11-04	08:10:51.021466	M014	OFF
2010-11-04	08:11:09.966157	M018	ON	Meal_Preparation begin
2010-11-04	08:11:14.899066	M019	ON
2010-11-04	08:11:15.825281	M015	ON
2010-11-04	08:11:16.581933	M018	OFF
2010-11-04	08:11:19.480016	M019	OFF
2010-11-04	08:11:20.731753	M015	OFF
2010-11-04	08:11:22.829948	M019	ON
2010-11-04	08:11:24.462396	M019	OFF
2010-11-04	08:11:37.151828	M019	ON
2010-11-04	08:11:39.473932	M019	OFF
2010-11-04	08:11:43.071642	M019	ON
2010-11-04	08:11:45.174254	M015	ON
2010-11-04	08:11:49.63402	M019	OFF
2010-11-04	08:11:50.617415	M015	OFF
2010-11-04	08:11:51.695715	M019	ON
2010-11-04	08:11:52.07743	M015	ON
2010-11-04	08:11:54.305175	M015	OFF
2010-11-04	08:11:55.717005	M019	OFF
2010-11-04	08:12:14.481187	M015	ON
2010-11-04	08:12:16.295831	M015	OFF
2010-11-04	08:12:16.365774	M019	ON
2010-11-04	08:12:18.149027	M019	OFF
2010-11-04	08:12:21.342824	M015	ON
2010-11-04	08:12:22.524646	M015	OFF
2010-11-04	08:12:23.855421	M015	ON
2010-11-04	08:12:23.93781	M019	ON
2010-11-04	08:12:26.552519	M019	OFF
2010-11-04	08:12:26.921205	M019	ON
2010-11-04	08:12:32.787498	M019	OFF
2010-11-04	08:12:33.633108	M015	OFF
2010-11-04	08:12:35.050286	M015	ON
2010-11-04	08:12:36.941656	M015	OFF
2010-11-04	08:12:37.475087	M015	ON
2010-11-04	08:12:38.06085	M019	ON
2010-11-04	08:12:39.97895	M015	OFF
2010-11-04	08:12:44.838874	M019	OFF
2010-11-04	08:12:48.885021	M019	ON
2010-11-04	08:12:49.644351	M015	ON
2010-11-04	08:12:50.87452	M019	OFF
2010-11-04	08:12:54.529869	M015	OFF
2010-11-04	08:12:54.925501	M015	ON
2010-11-04	08:12:56.882978	M015	OFF
2010-11-04	08:12:59.1999	M015	ON
2010-11-04	08:13:00.674707	M015	OFF
2010-11-04	08:13:02.078145	M015	ON
2010-11-04	08:13:03.937337	M015	OFF
2010-11-04	08:13:05.400849	M015	ON
2010-11-04	08:13:06.590497	M015	OFF
2010-11-04	08:13:10.263406	M015	ON
2010-11-04	08:13:10.342161	M019	ON
2010-11-04	08:13:19.378145	M015	OFF
2010-11-04	08:13:20.429678	M019	OFF
2010-11-04	08:13:24.019591	M019	ON
2010-11-04	08:13:24.379861	M015	ON
2010-11-04	08:13:30.393049	M015	OFF
2010-11-04	08:13:32.713063	M019	OFF
2010-11-04	08:13:39.943144	M019	ON
2010-11-04	08:13:43.101845	M019	OFF
2010-11-04	08:13:54.576819	M019	ON
2010-11-04	08:13:56.474537	M019	OFF
2010-11-04	08:14:08.073483	M018	ON
2010-11-04	08:14:08.152159	M019	ON
2010-11-04	08:14:09.915473	M015	ON
2010-11-04	08:14:10.305632	M018	OFF
2010-11-04	08:14:12.530483	M019	OFF
2010-11-04	08:14:13.916003	M015	OFF
2010-11-04	08:14:15.580948	M019	ON
2010-11-04	08:14:18.943841	M019	OFF
2010-11-04	08:14:20.216524	M019	ON
2010-11-04	08:14:23.386155	M019	OFF
2010-11-04	08:14:25.691741	M019	ON
2010-11-04	08:14:27.164993	M019	OFF
2010-11-04	08:14:32.656992	M019	ON
2010-11-04	08:14:33.655339	M019	OFF
2010-11-04	08:14:34.505034	M019	ON
2010-11-04	08:14:37.670949	M019	OFF
2010-11-04	08:14:40.845383	M019	ON
2010-11-04	08:14:41.770762	M015	ON
2010-11-04	08:14:48.337585	M016	ON
2010-11-04	08:14:50.289148	M015	OFF
2010-11-04	08:14:52.991299	M016	OFF
2010-11-04	08:14:55.248865	M019	OFF
2010-11-04	08:15:00.109756	M019	ON
2010-11-04	08:15:04.74364	M019	OFF
2010-11-04	08:15:13.558674	M019	ON
2010-11-04	08:15:14.12317	M016	ON
2010-11-04	08:15:15.541487	M016	OFF
2010-11-04	08:15:15.914354	M019	OFF
2010-11-04	08:15:16.66778	M019	ON
2010-11-04	08:15:20.205955	M019	OFF
2010-11-04	08:15:21.151012	M019	ON
2010-11-04	08:15:24.363031	T003	20
2010-11-04	08:15:24.459291	T002	20
2010-11-04	08:15:25.341685	M019	OFF
2010-11-04	08:15:44.385961	M016	ON
2010-11-04	08:15:44.455911	M019	ON
2010-11-04	08:15:50.912539	M019	OFF
2010-11-04	08:15:51.762126	M019	ON
2010-11-04	08:15:52.321352	M015	ON
2010-11-04	08:15:53.512139	M016	OFF
2010-11-04	08:15:55.263793	M015	OFF
2010-11-04	08:15:58.198863	M019	OFF
2010-11-04	08:16:21.152374	M015	ON
2010-11-04	08:16:21.541771	M015	OFF
2010-11-04	08:16:28.462071	M019	ON
2010-11-04	08:16:30.781594	M019	OFF
2010-11-04	08:17:09.479679	M018	ON
2010-11-04	08:17:10.698954	M018	OFF
2010-11-04	08:17:11.05752	M018	ON
2010-11-04	08:17:11.427494	M019	ON
2010-11-04	08:17:13.235092	M019	OFF
2010-11-04	08:17:15.145792	M018	OFF
2010-11-04	08:17:16.988397	M018	ON
2010-11-04	08:17:17.878134	M019	ON
2010-11-04	08:17:20.650027	M019	OFF
2010-11-04	08:17:21.18121	M019	ON
2010-11-04	08:17:25.828677	M019	OFF
2010-11-04	08:17:35.38958	M019	ON
2010-11-04	08:17:37.492191	M019	OFF
2010-11-04	08:17:38.461401	M018	OFF
2010-11-04	08:17:39.877608	M018	ON
2010-11-04	08:17:41.086534	M018	OFF
2010-11-04	08:17:42.397129	M018	ON
2010-11-04	08:17:42.476926	M019	ON
2010-11-04	08:17:43.233285	M019	OFF
2010-11-04	08:17:44.195873	M018	OFF
2010-11-04	08:17:51.792644	M018	ON
2010-11-04	08:17:51.935908	M019	ON
2010-11-04	08:17:53.493492	M019	OFF
2010-11-04	08:17:54.063647	M018	OFF
2010-11-04	08:18:01.025858	M019	ON
2010-11-04	08:18:01.604515	M018	ON
2010-11-04	08:18:03.872647	M018	OFF
2010-11-04	08:18:03.942667	M019	OFF
2010-11-04	08:18:17.684923	M018	ON
2010-11-04	08:18:17.784945	M019	ON
2010-11-04	08:18:19.540576	M019	OFF
2010-11-04	08:18:19.90859	M018	OFF
2010-11-04	08:18:25.165689	M019	ON
2010-11-04	08:18:30.028567	M019	OFF
2010-11-04	08:18:36.624549	M019	ON
2010-11-04	08:18:36.976788	M018	ON
2010-11-04	08:18:39.136983	M018	OFF
2010-11-04	08:18:39.205706	M019	OFF
2010-11-04	08:18:44.387863	M019	ON
2010-11-04	08:18:46.281122	M019	OFF
2010-11-04	08:19:06.776218	M018	ON
2010-11-04	08:19:07.621489	M019	ON
2010-11-04	08:19:09.480685	M019	OFF
2010-11-04	08:19:10.344265	M018	OFF
2010-11-04	08:19:24.338145	M019	ON
2010-11-04	08:19:27.738687	M019	OFF
2010-11-04	08:19:32.188681	M019	ON
2010-11-04	08:19:36.425091	M019	OFF
2010-11-04	08:19:38.769412	M019	ON
2010-11-04	08:19:41.69499	M019	OFF
2010-11-04	08:20:27.746395	T002	19.5
2010-11-04	08:20:32.51357	M019	ON
2010-11-04	08:20:37.198315	M019	OFF
2010-11-04	08:21:01.412837	M019	ON
2010-11-04	08:21:03.172913	M019	OFF
2010-11-04	08:21:10.81602	M019	ON
2010-11-04	08:21:14.161046	M015	ON
2010-11-04	08:21:16.906535	M015	OFF
2010-11-04	08:21:17.314734	M015	ON
2010-11-04	08:21:19.934275	M019	OFF
2010-11-04	08:21:22.462571	M019	ON
2010-11-04	08:21:24.779598	M015	OFF
2010-11-04	08:21:25.827294	M015	ON
2010-11-04	08:21:27.024993	M015	OFF
2010-11-04	08:21:28.432305	M019	OFF
2010-11-04	08:21:29.427686	M015	ON
2010-11-04	08:21:31.484665	M015	OFF
2010-11-04	08:21:34.223311	M015	ON
2010-11-04	08:21:36.103091	M015	OFF
2010-11-04	08:21:39.704374	M019	ON
2010-11-04	08:21:42.2235	M019	OFF
2010-11-04	08:21:47.291208	M015	ON
2010-11-04	08:21:48.248843	M019	ON
2010-11-04	08:21:48.602223	M015	OFF
2010-11-04	08:21:50.015081	M018	ON
2010-11-04	08:21:51.302095	M019	OFF
2010-11-04	08:21:56.219865	M015	ON
2010-11-04	08:21:57.919311	M019	ON
2010-11-04	08:21:59.136895	M018	OFF
2010-11-04	08:21:59.722023	M019	OFF
2010-11-04	08:22:00.609495	M019	ON
2010-11-04	08:22:04.623474	M019	OFF
2010-11-04	08:22:08.333644	M015	OFF
2010-11-04	08:22:24.52509	M015	ON
2010-11-04	08:22:24.922403	M019	ON
2010-11-04	08:22:27.35213	M019	OFF
2010-11-04	08:22:29.062646	M019	ON
2010-11-04	08:22:30.034599	M019	OFF
2010-11-04	08:22:31.890649	M019	ON
2010-11-04	08:22:34.670489	M019	OFF
2010-11-04	08:22:37.203468	M015	OFF
2010-11-04	08:22:58.02683	M019	ON
2010-11-04	08:22:58.560571	M015	ON
2010-11-04	08:23:02.742832	M015	OFF
2010-11-04	08:23:04.57932	M015	ON
2010-11-04	08:23:07.50975	M015	OFF
2010-11-04	08:23:07.65276	M018	ON
2010-11-04	08:23:08.426063	M019	OFF
2010-11-04	08:23:13.461862	M018	OFF
2010-11-04	08:23:15.576088	M019	ON
2010-11-04	08:23:19.376525	M019	OFF
2010-11-04	08:23:23.704066	M015	ON
2010-11-04	08:23:26.019843	M015	OFF
2010-11-04	08:23:27.929748	M019	ON
2010-11-04	08:23:29.602432	M016	ON
2010-11-04	08:23:33.39992	M016	OFF
2010-11-04	08:23:35.463014	M019	OFF
2010-11-04	08:23:47.808497	M019	ON
2010-11-04	08:23:49.696523	M016	ON
2010-11-04	08:23:51.591725	M016	OFF
2010-11-04	08:23:55.40941	M019	OFF
2010-11-04	08:24:04.315679	M019	ON
2010-11-04	08:24:12.387679	M016	ON
2010-11-04	08:24:16.035792	M016	OFF
2010-11-04	08:24:18.557428	M019	OFF
2010-11-04	08:24:27.710994	M019	ON
2010-11-04	08:24:34.266437	M015	ON
2010-11-04	08:24:37.009685	M015	OFF
2010-11-04	08:24:39.799944	M019	OFF
2010-11-04	08:24:47.642579	M019	ON
2010-11-04	08:24:48.200309	M015	ON
2010-11-04	08:24:50.950741	M019	OFF
2010-11-04	08:24:52.779142	M019	ON
2010-11-04	08:24:55.894148	M016	ON
2010-11-04	08:24:57.451295	M015	OFF
2010-11-04	08:25:00.616065	M016	OFF
2010-11-04	08:25:14.154985	M018	ON
2010-11-04	08:25:16.054263	M019	OFF
2010-11-04	08:25:31.018226	T003	20.5
2010-11-04	08:25:37.715534	M018	OFF
2010-11-04	08:25:42.194989	M018	ON
2010-11-04	08:25:52.19574	M020	ON
2010-11-04	08:25:52.777594	M018	OFF
2010-11-04	08:25:56.742155	M020	OFF
2010-11-04	08:25:58.669501	M018	ON
2010-11-04	08:26:02.664222	M018	OFF
2010-11-04	08:26:03.598587	M018	ON
2010-11-04	08:26:08.272389	M018	OFF
2010-11-04	08:26:12.065256	M018	ON
2010-11-04	08:26:17.762399	M018	OFF
2010-11-04	08:26:31.775435	M018	ON
2010-11-04	08:26:32.561201	M017	ON
2010-11-04	08:26:33.763004	M017	OFF
2010-11-04	08:26:37.18731	M018	OFF
2010-11-04	08:26:44.852529	M018	ON
2010-11-04	08:26:47.17229	M018	OFF
2010-11-04	08:26:48.590387	M018	ON
2010-11-04	08:26:59.420297	M020	ON
2010-11-04	08:27:02.801314	M018	OFF	Meal_Preparation end
2010-11-04	08:27:06.795729	M020	OFF
2010-11-04	08:27:13.622303	M020	ON
2010-11-04	08:27:15.530314	M020	OFF
2010-11-04	08:27:24.898664	M020	ON
2010-11-04	08:27:27.870493	M020	OFF
2010-11-04	08:27:28.620389	M021	ON
2010-11-04	08:27:31.131678	M020	ON
2010-11-04	08:27:32.790833	M022	ON
2010-11-04	08:27:33.156242	M020	OFF
2010-11-04	08:27:33.533394	M021	OFF
2010-11-04	08:27:35.70149	M022	OFF
2010-11-04	08:27:39.963375	M023	ON
2010-11-04	08:27:42.05173	M022	ON
2010-11-04	08:27:43.241404	M023	OFF
2010-11-04	08:27:44.909423	M021	ON
2010-11-04	08:27:47.740938	M022	OFF
2010-11-04	08:27:47.810576	M021	OFF
2010-11-04	08:27:47.904048	M020	ON
2010-11-04	08:27:48.493758	M020	OFF
2010-11-04	08:27:48.65404	M020	ON
2010-11-04	08:27:50.306095	M008	ON
2010-11-04	08:27:51.680134	M006	ON
2010-11-04	08:27:52.255132	M008	OFF
2010-11-04	08:27:53.087503	M020	OFF
2010-11-04	08:27:53.630318	M006	OFF
2010-11-04	08:27:54.228265	M006	ON
2010-11-04	08:27:56.468051	M006	OFF
2010-11-04	08:27:57.737758	M007	ON
2010-11-04	08:28:02.602244	M007	OFF
2010-11-04	08:28:05.775406	M007	ON
2010-11-04	08:28:07.691929	M005	ON
2010-11-04	08:28:09.771116	M005	OFF
2010-11-04	08:28:18.265393	M007	OFF
2010-11-04	08:28:26.978503	M007	ON
2010-11-04	08:28:29.510756	M005	ON
2010-11-04	08:28:36.285079	M005	OFF
2010-11-04	08:28:40.508962	M007	OFF
2010-11-04	08:28:43.25194	M007	ON
2010-11-04	08:28:54.09462	M007	OFF
2010-11-04	08:28:54.482425	M007	ON
2010-11-04	08:28:55.385538	M007	OFF
2010-11-04	08:28:55.760381	M007	ON
2010-11-04	08:29:00.550292	M007	OFF
2010-11-04	08:29:04.970761	M007	ON
2010-11-04	08:29:12.586168	M007	OFF
2010-11-04	08:29:14.47628	M007	ON
2010-11-04	08:29:18.719119	M007	OFF
2010-11-04	08:30:16.536597	M007	ON
2010-11-04	08:30:25.662284	M007	OFF
2010-11-04	08:30:26.237221	M007	ON
2010-11-04	08:30:28.694899	M005	ON
2010-11-04	08:30:31.248158	M005	OFF
2010-11-04	08:30:35.044419	M007	OFF
2010-11-04	08:30:36.780402	M007	ON
2010-11-04	08:30:38.007489	M005	ON
2010-11-04	08:30:40.521883	M007	OFF
2010-11-04	08:30:41.511212	M007	ON
2010-11-04	08:30:46.371493	M007	OFF
2010-11-04	08:30:47.37077	M005	OFF
2010-11-04	08:30:48.567233	M007	ON
2010-11-04	08:30:50.394286	M005	ON
2010-11-04	08:30:52.772367	M005	OFF
2010-11-04	08:30:56.756543	M007	OFF
2010-11-04	08:30:58.597027	M007	ON
2010-11-04	08:30:59.165179	M005	ON
2010-11-04	08:31:01.262879	M007	OFF
2010-11-04	08:31:01.647781	M007	ON
2010-11-04	08:31:03.422665	M005	OFF
2010-11-04	08:31:04.426313	M007	OFF
2010-11-04	08:31:05.433	M005	ON
2010-11-04	08:31:07.750132	M005	OFF
2010-11-04	08:31:08.943027	M005	ON
2010-11-04	08:31:10.140736	M007	ON
2010-11-04	08:31:11.124899	M007	OFF
2010-11-04	08:31:11.681035	M005	OFF
2010-11-04	08:31:12.681002	M005	ON
2010-11-04	08:31:15.845998	M005	OFF
2010-11-04	08:31:16.213083	M005	ON
2010-11-04	08:31:16.97424	M007	ON
2010-11-04	08:31:24.031762	M005	OFF
2010-11-04	08:31:28.029316	M007	OFF
2010-11-04	08:31:28.389044	M007	ON
2010-11-04	08:31:32.985833	M007	OFF
2010-11-04	08:31:41.490405	M007	ON
2010-11-04	08:31:53.214382	M005	ON
2010-11-04	08:31:55.044985	M007	OFF
2010-11-04	08:31:56.529412	M005	OFF
2010-11-04	08:31:57.087129	M006	ON
2010-11-04	08:31:57.970017	M008	ON
2010-11-04	08:31:58.070441	M020	ON
2010-11-04	08:32:00.051302	M006	OFF
2010-11-04	08:32:00.814847	M008	OFF
2010-11-04	08:32:02.876068	M020	OFF
2010-11-04	08:32:13.501784	M022	ON
2010-11-04	08:32:15.339865	M022	OFF
2010-11-04	08:32:16.315943	M021	ON
2010-11-04	08:32:16.395807	M020	ON
2010-11-04	08:32:18.173432	M021	OFF
